datetime,lat,lng,elev,variable,value
2020-11-23 15:00:00,48.06666666666667,-1.7166666666666668,37,air,285.15
2020-11-23 15:00:00,48.06666666666667,-1.7166666666666668,37,uwnd,-1.6484622134440956
2020-11-23 15:00:00,48.06666666666667,-1.7166666666666668,37,vwnd,-1.2313993190490906
2020-11-23 15:00:00,48.06666666666667,-1.7166666666666668,37,press,102800.0
2020-11-23 15:00:00,48.06666666666667,-1.7166666666666668,37,rhum,81.85367448763913
2020-11-23 15:00:00,48.06666666666667,-1.7166666666666668,37,shum,6.941655166157448e-05
2020-11-23 15:00:00,17.616666666666667,44.416666666666664,1203,air,295.15
2020-11-23 15:00:00,17.616666666666667,44.416666666666664,1203,uwnd,-1.1572868087784836
2020-11-23 15:00:00,17.616666666666667,44.416666666666664,1203,vwnd,1.7013110222222405
2020-11-23 15:00:00,17.616666666666667,44.416666666666664,1203,press,102000.0
2020-11-23 15:00:00,17.616666666666667,44.416666666666664,1203,rhum,30.75792410210453
2020-11-23 15:00:00,17.616666666666667,44.416666666666664,1203,shum,4.9557454137133796e-05
2020-11-23 15:00:00,24.55,39.7,631,air,301.15
2020-11-23 15:00:00,24.55,39.7,631,uwnd,1.9164950220098065
2020-11-23 15:00:00,24.55,39.7,631,vwnd,1.7153179022501086
2020-11-23 15:00:00,24.55,39.7,631,press,101800.0
2020-11-23 15:00:00,24.55,39.7,631,rhum,18.666726353842954
2020-11-23 15:00:00,24.55,39.7,631,shum,4.308348266432468e-05
2020-11-23 15:00:00,18.3,42.78333333333333,2054,air,293.15
2020-11-23 15:00:00,18.3,42.78333333333333,2054,uwnd,-3.8275509382902277
2020-11-23 15:00:00,18.3,42.78333333333333,2054,vwnd,1.5116023363384574
2020-11-23 15:00:00,18.3,42.78333333333333,2054,press,102500.0
2020-11-23 15:00:00,18.3,42.78333333333333,2054,rhum,64.0531133307348
2020-11-23 15:00:00,18.3,42.78333333333333,2054,shum,9.082884055719472e-05
2020-11-23 15:00:00,24.066666666666666,47.583333333333336,503,air,296.15
2020-11-23 15:00:00,24.066666666666666,47.583333333333336,503,uwnd,-1.7542292115347566
2020-11-23 15:00:00,24.066666666666666,47.583333333333336,503,vwnd,-3.1446154735877623
2020-11-23 15:00:00,24.066666666666666,47.583333333333336,503,press,102200.0
2020-11-23 15:00:00,24.066666666666666,47.583333333333336,503,rhum,23.373583632493034
2020-11-23 15:00:00,24.066666666666666,47.583333333333336,503,shum,3.993873902456597e-05
2020-11-23 15:00:00,21.683333333333334,39.15,15,air,302.15
2020-11-23 15:00:00,21.683333333333334,39.15,15,uwnd,-1.5084446988488536
2020-11-23 15:00:00,21.683333333333334,39.15,15,vwnd,-4.376992700252009
2020-11-23 15:00:00,21.683333333333334,39.15,15,press,101200.0
2020-11-23 15:00:00,21.683333333333334,39.15,15,rhum,62.085800004298314
2020-11-23 15:00:00,21.683333333333334,39.15,15,shum,0.0001527651640477126
2020-11-23 15:00:00,27.05,49.38333333333333,8,air,293.15
2020-11-23 15:00:00,27.05,49.38333333333333,8,uwnd,-3.5130804214530764
2020-11-23 15:00:00,27.05,49.38333333333333,8,vwnd,-0.7900585774058244
2020-11-23 15:00:00,27.05,49.38333333333333,8,press,101800.0
2020-11-23 15:00:00,27.05,49.38333333333333,8,rhum,59.98134905522132
2020-11-23 15:00:00,27.05,49.38333333333333,8,shum,8.563956919735723e-05
2020-11-23 15:00:00,27.416666666666668,41.666666666666664,1013,air,291.15
2020-11-23 15:00:00,27.416666666666668,41.666666666666664,1013,uwnd,2.759248961730117
2020-11-23 15:00:00,27.416666666666668,41.666666666666664,1013,vwnd,-1.3829432596579325
2020-11-23 15:00:00,27.416666666666668,41.666666666666664,1013,press,102200.0
2020-11-23 15:00:00,27.416666666666668,41.666666666666664,1013,rhum,45.30431649687039
2020-11-23 15:00:00,27.416666666666668,41.666666666666664,1013,shum,5.68716040978959e-05
2020-11-23 15:00:00,31.416666666666668,37.266666666666666,499,air,291.15
2020-11-23 15:00:00,31.416666666666668,37.266666666666666,499,uwnd,1.8394993078200779
2020-11-23 15:00:00,31.416666666666668,37.266666666666666,499,vwnd,-0.9219621731052883
2020-11-23 15:00:00,31.416666666666668,37.266666666666666,499,press,102000.0
2020-11-23 15:00:00,31.416666666666668,37.266666666666666,499,rhum,42.26171045298958
2020-11-23 15:00:00,31.416666666666668,37.266666666666666,499,shum,5.315605094652237e-05
2020-11-23 15:00:00,26.3,43.766666666666666,650,air,293.15
2020-11-23 15:00:00,26.3,43.766666666666666,650,uwnd,-2.5694996914471067
2020-11-23 15:00:00,26.3,43.766666666666666,650,vwnd,-0.11375416836892727
2020-11-23 15:00:00,26.3,43.766666666666666,650,press,102000.0
2020-11-23 15:00:00,26.3,43.766666666666666,650,rhum,52.514123628862855
2020-11-23 15:00:00,26.3,43.766666666666666,650,shum,7.483058155659247e-05
2020-11-23 15:00:00,16.883333333333333,42.56666666666667,3,air,303.15
2020-11-23 15:00:00,16.883333333333333,42.56666666666667,3,uwnd,-0.7244689155193885
2020-11-23 15:00:00,16.883333333333333,42.56666666666667,3,vwnd,4.050954529351872
2020-11-23 15:00:00,16.883333333333333,42.56666666666667,3,press,101200.0
2020-11-23 15:00:00,16.883333333333333,42.56666666666667,3,rhum,74.65689398234603
2020-11-23 15:00:00,16.883333333333333,42.56666666666667,3,shum,0.00019458873360630747
2020-11-23 15:00:00,26.266666666666666,50.166666666666664,17,air,295.15
2020-11-23 15:00:00,26.266666666666666,50.166666666666664,17,uwnd,3.832990044019613
